Inf,Club,Club Job,Preferred Job,Salary,Rating,WR,Tac Knw,Att,Def,Men,Tec,TCo,Mot,Det,Dis,Personality,Name
,Amiens SC,Under 19s Goalkeeping Coach,Goalkeeping Coach,"$1,800 p/w",,,2,6,7,4,7,7,8,12,16,Fairly Professional,Jean-Claude Hagenbach
,Bordeaux,Technical Director,Technical Director,"$9,250 p/w",,,13,13,14,12,12,13,13,14,14,Fairly Professional,Souleymane Cissé
FrA,,-,Head Coach,-,,,11,10,10,8,11,10,19,11,15,Balanced,Julián Calero
,RC Lens,General Manager,General Manager,"$4,100 p/w",,,8,5,13,6,7,3,14,14,6,Fairly Loyal,Florent Ghisolfi
FrA,,-,Physio,-,,,3,2,3,5,5,4,15,8,14,Balanced,Ricardo Pérez
,Ipswich Town,Goalkeeping Coach,Goalkeeping Coach,$800 p/w,,,7,5,9,13,5,9,20,13,7,Fairly Professional,Jimmy Walker
,Real Valladolid,Under 19s Fitness Coach,Fitness Coach,"$2,500 p/w",,,6,7,6,7,7,5,19,12,3,Balanced,Senén Cortegoso
,Gazélec Ajaccio,Assistant Coach,Assistant Coach,"$2,300 p/w",,,10,9,9,9,9,11,17,15,10,Resolute,Stéphane Bernard
FrA,,-,Goalkeeping Coach,-,,,6,1,3,11,5,8,17,17,16,Model Citizen,Vincenzo Sicignano
FrA,,-,Head of Youth Development,-,,,10,13,8,9,9,15,10,20,12,Determined,Kristian Turner
FrA,,-,Loan Manager,-,,,9,13,12,7,9,8,14,15,9,Spirited,Ryan Hernandez
,Gazélec Ajaccio,Coach,Coach,"$2,200 p/w",,,7,11,11,10,14,12,12,15,13,Resolute,David Carré
FrA,,-,Coach,-,,,9,9,12,12,12,9,20,15,9,Fairly Determined,Mark Tinkler
,Almería,Head Physio,Physio,"$3,100 p/w",,,5,5,5,5,5,5,14,10,14,Balanced,Pedro Serrano
FrA,,-,Technical Director,-,,,10,6,18,11,8,10,14,15,12,Fairly Determined,Jean-Michel Duval
,Toulouse FC,Assistant Coach,Assistant Coach,"$4,200 p/w",,,11,10,10,12,11,12,13,13,8,Fairly Professional,Yann Daniélou
FrA,,-,Goalkeeping Coach,-,,,7,8,8,6,11,11,16,14,4,Professional,Maik Taylor
Bid,Fortuna Düsseldorf,Under 19s Coach,Coach,"$3,000 p/w",,,11,13,11,13,10,13,13,15,13,Resolute,Guillaume Hoarau
,Granada,Sports Scientist,Sports Scientist,"$2,800 p/w",,,8,7,6,8,7,8,14,12,11,Balanced,Iker Egaña
,Athletic Club,General Manager,General Manager,"$12,250 p/w",,,10,8,13,8,8,8,14,17,7,Perfectionist,Rafael Alkorta
Wnt,,-,Head of Youth Development,-,,,11,15,14,12,7,10,15,12,18,Fairly Professional,Yannis Robin
,Lyon,Scout,Scout,"$5,250 p/w",,,13,8,4,7,6,8,12,14,12,Fairly Professional,Michel Bénézet
FrA,,-,Coach,-,,,8,9,11,13,12,14,20,16,9,Resolute,Íñigo Idiákez
,VfL Wolfsburg,Physio,Physio,"$2,900 p/w",,,8,5,5,5,5,5,13,13,9,Fairly Loyal,Sven Plagge
,Real Sociedad,General Manager,General Manager,"$13,250 p/w",,,9,8,10,14,8,13,12,13,10,Fairly Professional,Roberto Olabe
,Borussia Mönchengladbach,Physio,Physio,"$2,400 p/w",,,9,5,5,5,5,8,17,13,6,Balanced,Adam Szordykowski
FrA,,-,Head of Youth Development,-,,,12,16,8,11,6,13,5,15,18,Fairly Determined,Kylian Segura
FrA,,-,Head of Youth Development,-,,,11,9,8,11,13,12,13,12,8,Balanced,Xavier Alessandrini
,Genoa,Goalkeeping Coach,Goalkeeping Coach,"$3,900 p/w",,,10,8,8,13,8,8,16,14,13,Professional,Alessio Scarpi
,Leicester,Goalkeeping Coach,Goalkeeping Coach,"$2,600 p/w",,,4,8,4,10,6,5,14,18,18,Driven,Mike Stowell
,Empoli,Head of Youth Development,Head of Youth Development,"$3,400 p/w",,,13,9,10,9,9,10,17,14,2,Fairly Loyal,Massimiliano Cappellini
,Hamburger SV,Physio,Physio,"$1,700 p/w",,,5,5,5,5,5,5,12,13,18,Balanced,Mario Reicherz
,Birmingham,Assistant Coach,Assistant Coach,"$1,500 p/w",,,11,13,10,12,15,12,14,9,13,Spirited,Paul Stephenson
Wnt,AJ Auxerre,Under 19s Coach,Coach,$675 p/w,,,8,13,13,14,12,10,15,15,3,Fairly Determined,Romain Hamouma
,Hamburger SV,Physio,Physio,"$2,500 p/w",,,4,2,1,2,2,2,12,12,2,Fairly Loyal,Thomas Stubner
,SV Sandhausen,Head of Youth Development,Head of Youth Development,"$1,200 p/w",,,11,12,12,12,12,10,13,13,12,Balanced,Joachim Stadler
FrA,,-,Technical Director,-,,,10,10,7,12,11,9,11,12,15,Fairly Ambitious,Sam Warren
,Sant Andreu,Under 19s Head Coach,Head Coach,$550 p/w,,,14,7,6,8,7,12,20,15,11,Fairly Determined,Alberto González
,TSG 1899 Hoffenheim,Physio,Physio,"$1,300 p/w",,,8,5,5,5,5,5,13,13,12,Fairly Professional,Dennis Wöhr
,Coventry,Assistant Coach,Assistant Coach,"$1,400 p/w",,,9,10,15,11,10,11,17,15,3,Resolute,Jamie Smith
,1.FSV Mainz 05,Scout,Scout,"$3,900 p/w",,,14,8,6,6,5,10,9,14,13,Balanced,Kai Ruge
,FC Lorient,Fitness Coach,Fitness Coach,"$1,800 p/w",,,4,7,7,5,5,7,13,11,16,Fairly Professional,Pierre Bazin
Wnt,Grenoble Foot 38,Assistant Coach,Assistant Coach,$825 p/w,,,7,9,13,11,12,10,14,14,9,Fairly Ambitious,Paul Baysse
,Granada,Assistant Coach,Assistant Coach,"$2,000 p/w",,,14,6,9,6,8,9,15,14,9,Fairly Professional,Zigor Aranalde
,SM Caen,Chief Scout,Scout,"$4,500 p/w",,,10,3,8,8,8,8,9,13,13,Fairly Professional,Bernard Maraval
FrA,,-,Loan Manager,-,,,13,12,6,7,8,13,15,15,5,Fairly Determined,Fran Jiménez
,Wolves,Head of Youth Development,Head of Youth Development,"$7,000 p/w",,,11,13,10,13,13,14,12,14,11,Fairly Loyal,Scott Sellars
,Swansea,Physio,Physio,"$1,600 p/w",,,5,5,5,5,5,5,12,9,12,Balanced,Lee Watkins
,Bristol City,Head of Youth Development,Head of Youth Development,"$1,500 p/w",,,11,9,13,13,13,15,16,17,15,Resolute,Gary Probert
,Caudal Deportivo,Goalkeeping Coach,Goalkeeping Coach,$550 p/w,,,8,8,5,10,5,10,18,12,7,Realist,Federico Cárdenas
FrA,,-,Loan Manager,-,,,11,9,11,9,15,13,15,13,13,Temperamental,Juan González
,Werder Bremen,Under 19s Coach,Coach,"$1,700 p/w",,,6,11,13,11,13,13,13,17,12,Professional,Cédric Makiadi
,Villarreal,Scout,Scout,"$3,100 p/w",,,12,7,7,7,7,7,13,13,7,Balanced,Javier Moreiras
FrA,,-,Loan Manager,-,,,6,8,5,13,8,6,12,14,16,Light-Hearted,Aritz Puente
FrA,,-,General Manager,-,,,6,6,6,6,3,6,13,12,12,Fairly Ambitious,Thiago
,SC Freiburg,Scout,Scout,"$2,600 p/w",,,13,7,6,7,5,6,14,16,14,Fairly Determined,Karim Guédé
,Genoa,Scout,Scout,"$1,200 p/w",,,11,4,18,12,9,17,18,16,16,Fairly Determined,Fabio Moro
FrA,,-,Goalkeeping Coach,-,,,10,5,9,6,6,7,15,13,12,Fairly Loyal,Kevin Pressman
,Paris FC,Head Physio,Physio,"$1,300 p/w",,,10,5,5,5,5,7,10,12,14,Balanced,Hervé Gallorini
Wnt,,-,Coach,-,,,13,7,13,12,10,11,15,15,12,Resolute,Moreno Longo
FrA,,-,Goalkeeping Coach,-,,,9,6,7,9,7,7,19,12,19,Fairly Loyal,Michael Lutz
,1. FC Nürnberg,Coach,Coach,"$2,300 p/w",,,11,8,12,11,11,11,20,12,12,Fairly Professional,Daniel Wimmer
,AS Saint-Étienne,Assistant Coach,Assistant Coach,"$7,500 p/w",,,9,5,15,12,10,12,19,14,16,Fairly Professional,Manu Nogueira
Wnt,,-,Coach,-,,,6,9,11,11,13,10,13,15,2,Fairly Determined,Julian Schuster
,FC Augsburg,Assistant Coach,Assistant Coach,"$5,750 p/w",,,11,7,12,8,12,13,13,17,15,Fairly Determined,Bernd Nehrig
FrA,,-,Technical Director,-,,,6,18,8,12,10,11,12,15,17,Mercenary,Alessio Marzano
,1860 München,Goalkeeping Coach,Goalkeeping Coach,"$1,400 p/w",,,4,7,3,10,5,4,15,12,7,Fairly Ambitious,Dirk Orlishausen
,VfL Wolfsburg,Scout,Scout,"$3,200 p/w",,,12,7,7,7,7,8,5,12,14,Fairly Loyal,Massimo Mariotti
,1. FC Köln,Chief Scout,Scout,"$6,000 p/w",,,9,5,7,5,7,8,13,11,12,Balanced,Willi Kronhardt
,Millwall,Under 18s Goalkeeping Coach,Goalkeeping Coach,$900 p/w,,,6,4,3,11,10,9,15,14,14,Professional,Steve Phillips
,Borussia Mönchengladbach,Scout,Scout,"$5,500 p/w",,,13,8,10,8,13,11,12,11,13,Balanced,Thomas Finck
FrA,,-,Loan Manager,-,,,12,8,8,9,10,8,14,14,9,Fickle,Arif Gürsoy
FrA,,-,Goalkeeping Coach,-,,,8,6,7,9,7,7,15,10,13,Fairly Professional,Carlos Nicola
FrA,,-,Assistant Coach,-,,,12,6,13,12,8,12,11,12,13,Balanced,Mario Rebollo
,Werder Bremen,Scout,Scout,"$1,700 p/w",,,12,8,8,8,13,11,11,12,12,Fairly Loyal,Thomas Wolter
FrA,,-,Assistant Coach,-,,,12,14,3,11,11,11,17,16,7,Model Citizen,Ebbe Sand
,Swansea,Under 23s Coach,Coach,"$1,500 p/w",,,11,11,12,12,11,15,17,12,19,Fairly Loyal,Matthew Jones
,Leicester,Under 23s Assistant Coach,Coach,"$4,100 p/w",,,10,11,16,10,15,14,20,15,10,Fairly Determined,Ben Petty
,Levante,Scout,Scout,"$3,900 p/w",,,12,10,12,10,11,12,14,13,18,Balanced,Álvaro Reina
,FC St Pauli,Coach,Coach,"$4,500 p/w",,,11,15,10,14,10,12,14,11,13,Fairly Professional,Jens Rasiejewski
FrA,,-,Coach,-,,,11,12,12,12,12,12,12,12,13,Balanced,Hussein Amotta
,Alavés,Head of Sports Science,Sports Scientist,"$3,700 p/w",,,5,7,10,10,9,6,18,16,11,Fairly Determined,Miguel Villagrasa
FrA,,-,Head of Youth Development,-,,,8,12,12,11,13,11,20,12,12,Balanced,Nick Harrison
,Millwall,Coach,Coach,$850 p/w,,,12,12,13,12,14,14,15,14,8,Jovial,Chris Perry
FrA,,-,Technical Director,-,,,9,12,11,7,8,11,15,13,9,Fairly Ambitious,Andy Hudson
FrA,,-,Physio,-,,,6,5,5,5,5,6,7,12,12,Balanced,Dave Galley
FrA,,-,Assistant Coach,-,,,8,8,13,8,9,11,16,15,5,Light-Hearted,Joe Parkinson
,MSV Duisburg,Assistant Coach,Assistant Coach,"$3,100 p/w",,,12,11,12,12,11,12,13,12,10,Fairly Professional,Tom Cichon
,Getafe,Goalkeeping Coach,Goalkeeping Coach,"$4,200 p/w",,,10,8,7,8,7,8,16,13,13,Balanced,Fran Sanz
,SD Eibar,Scout,Scout,"$3,300 p/w",,,13,3,7,7,6,8,10,14,14,Fairly Loyal,Mate Bilic
FrA,,-,Sports Scientist,-,,,8,11,10,10,3,7,12,15,7,Mercenary,James Dalton
FrA,,-,Goalkeeping Coach,-,,,10,9,11,10,11,9,17,11,12,Fairly Ambitious,Warren Barrett
,Uerdingen,Head Physio,Physio,"$1,900 p/w",,,4,5,5,10,1,4,13,12,5,Fairly Professional,Alexander Schurig
,Hertha BSC,Scout,Scout,"$3,100 p/w",,,11,6,4,5,5,6,6,13,13,Balanced,Ervin Lamce
FrA,,-,Loan Manager,-,,,10,9,12,10,8,10,14,11,18,Fairly Ambitious,Patricio Recio
,Watford,Under 23s Goalkeeping Coach,Goalkeeping Coach,"$1,400 p/w",,,8,8,11,12,11,11,15,15,16,Resolute,Graham Stack
FrA,,-,Technical Director,-,,,6,13,15,12,14,10,13,14,8,Fickle,Jesús María Montesano
FrA,,-,Technical Director,-,,,8,8,13,17,7,10,14,12,3,Fickle,Eusebio Hidalgo
FrA,,-,Technical Director,-,,,8,13,10,10,8,10,12,17,12,Fairly Determined,Luis Carlos Muñiz
FrA,,-,Goalkeeping Coach,-,,,8,7,7,11,5,3,14,12,10,Balanced,Carlos Kisluk
,FC Nantes,Under 19s Assistant Coach,Assistant Coach,"$3,500 p/w",,,10,9,8,12,11,8,15,15,7,Resolute,Edin Visca
,Eintracht Frankfurt,Under 19s Goalkeeping Coach,Goalkeeping Coach,"$3,100 p/w",,,5,7,7,5,6,1,20,13,16,Balanced,Alexander Kynaß
,AD Alcorcón,Sports Scientist,Sports Scientist,$675 p/w,,,7,8,11,5,8,8,13,17,12,Fickle,Guillermo Lara
FrA,,-,Sports Scientist,-,,,9,6,5,12,11,10,16,14,15,Light-Hearted,Isidro Gómez
FrA,,-,Coach,-,,,14,11,13,12,10,16,16,6,13,Spirited,Igor Biscan
,1. FC Nürnberg,Head of Youth Development,Head of Youth Development,"$4,300 p/w",,,11,6,9,10,8,10,15,8,16,Professional,Peter Laudenklos
,SC Freiburg,Assistant Coach,Assistant Coach,"$7,500 p/w",,,12,11,15,12,11,12,10,12,16,Balanced,Christian Peintinger
FrA,,-,Assistant Coach,-,,,9,10,11,10,10,11,13,14,13,Fairly Loyal,Chris Doig
,FC St Pauli,Head Physio,Physio,"$3,500 p/w",,,5,5,5,5,5,3,11,14,17,Fairly Professional,Alexander Blase
,Hannover 96,Physio,Physio,"$3,100 p/w",,,4,5,5,5,4,5,13,13,13,Fairly Professional,Mike Muretic
,MSV Duisburg,Coach,Coach,"$2,700 p/w",,,10,12,12,13,11,12,14,13,10,Balanced,Jens Großmann
,Everton,Scout,Scout,"$3,500 p/w",,,12,12,9,7,8,7,14,13,4,Balanced,Andy De Smet
,Rotherham,Assistant Coach,Assistant Coach,"$1,700 p/w",,,6,11,15,12,11,11,20,16,18,Model Citizen,Chris Lucketti
FrA,,-,Head of Youth Development,-,,,10,13,10,9,6,10,17,14,3,Fickle,Ally Scott
Wnt,Darmstadt 98,Coach,Coach,"$1,300 p/w",,,8,13,4,16,15,13,16,11,12,Fairly Professional,Sven Piepenbrock
,SC Paderborn,General Manager,General Manager,"$7,500 p/w",,,5,5,5,5,5,7,14,9,15,Ambitious,Martin Przondziono
FrA,,-,Coach,-,,,11,12,12,11,11,16,15,10,13,Fairly Professional,Gabi
FrA,,-,Head of Youth Development,-,,,10,14,9,11,14,11,12,11,15,Fickle,Connor Flynn
,VfL Wolfsburg,Under 19s Coach,Coach,"$3,700 p/w",,,11,11,14,13,12,14,15,15,18,Resolute,Lars Barlemann
FrA,,-,Loan Manager,-,,,12,7,11,9,7,9,14,13,13,Realist,Gianmarco Nuzzi
FrA,,-,Coach,-,,,8,11,11,13,13,10,17,14,8,Fairly Professional,Graeme Lee
,Preston,Assistant Coach,Assistant Coach,"$1,700 p/w",,,7,11,11,11,13,9,12,13,3,Balanced,David Kerslake
,Preston,Coach,Coach,"$1,300 p/w",,,11,7,14,11,11,12,13,15,9,Resolute,Wayne Jacobs
,Norwich,Under 23s Sports Scientist,Sports Scientist,"$2,000 p/w",,,5,3,3,15,5,3,12,12,7,Balanced,Matthew Miller
FrA,,-,Sports Scientist,-,,,6,9,12,10,3,6,12,14,3,Balanced,Kevin Mitchell
FrA,,-,Coach,-,,,12,11,10,13,9,11,9,18,19,Driven,Ronnie Jepson
FrA,,-,Fitness Coach,-,,,5,7,7,7,4,4,13,11,14,Fairly Professional,Fabien Bossuet
,Brighton,Physio,Physio,"$1,500 p/w",,,5,5,5,5,5,6,14,12,12,Spirited,Adam Johnson
,Brighton,Under 18s Physio,Physio,"$1,600 p/w",,,9,2,5,5,5,9,14,12,17,Balanced,Jamie Gillett
FrA,,-,Sports Scientist,-,,,15,3,5,6,12,11,15,18,11,Driven,Jascha Helmer
FrA,,-,Physio,-,,,7,5,5,5,4,5,17,13,18,Balanced,Ivica Orsolic
FrA,,-,Head Coach,-,,,8,11,2,13,9,6,17,15,8,Resolute,Paul Warne
,Levante,Head of Youth Development,Head of Youth Development,"$11,500 p/w",,,13,12,12,9,12,12,13,14,14,Balanced,Sergio Gómez Galiana
,TSG 1899 Hoffenheim,Coach,Coach,"$7,000 p/w",,,12,10,12,11,11,14,16,14,13,Balanced,Jens Schuster
FrA,,-,Sports Scientist,-,,,4,5,11,10,10,6,16,13,8,Fickle,Jimmy Toussaint
,Watford,Goalkeeping Coach,Goalkeeping Coach,"$3,400 p/w",,,5,10,9,9,12,5,15,12,8,Balanced,Leo Percovich
FrA,,-,Scout,-,,,9,14,9,10,9,9,11,18,16,Driven,Mick Harford
,Southampton,Scout,Scout,"$2,400 p/w",,,13,12,11,11,12,17,13,11,12,Loyal,Paul Hardyman
FrA,,-,Goalkeeping Coach,-,,,3,2,6,7,8,8,12,15,9,Fairly Determined,Jonathan Gould
,Leicester,Under 23s Goalkeeping Coach,Goalkeeping Coach,$700 p/w,,,9,7,8,9,7,9,17,15,14,Resolute,Glyn Thompson
FrA,,-,Sports Scientist,-,,,8,6,8,9,10,9,13,12,8,Professional,Paul Howarth
FrA,,-,Head Coach,-,,,8,12,11,15,12,12,14,18,11,Driven,Steve Cooper
FrA,,-,Assistant Coach,-,,,8,7,7,7,7,7,19,12,12,Balanced,Sascha Stauch
FrA,,-,Sports Scientist,-,,,4,13,5,8,5,6,14,10,15,Fairly Professional,Marco Bauschinger
,Villarreal B,Goalkeeping Coach,Goalkeeping Coach,"$2,300 p/w",,,9,4,8,11,5,8,14,11,18,Fairly Loyal,Iñaki Hontoria
FrA,,-,Loan Manager,-,,,11,10,6,10,9,13,14,12,15,Realist,Damià Fernández
FrA,,-,Assistant Coach,-,,,10,9,10,12,10,13,17,9,14,Balanced,Joe Gallen
,Hamburger SV,Under 19s Goalkeeping Coach,Goalkeeping Coach,"$1,600 p/w",,,12,8,11,12,9,8,18,12,5,Spirited,Adrian Peter
FrA,,-,Technical Director,-,,,10,12,13,8,12,9,17,12,11,Balanced,Ricardo Jurado
FrA,,-,Loan Manager,-,,,14,8,8,7,9,11,12,10,14,Mercenary,Igor Moreno
,Stade Rennais,Scout,Scout,"$4,400 p/w",,,16,7,7,7,7,6,6,12,17,Balanced,Fabrice Do Marcolino
FrA,,-,Loan Manager,-,,,8,10,10,4,6,7,14,13,5,Ambitious,Joan Andreu
,Sunderland,Under 23s Sports Scientist,Sports Scientist,"$1,300 p/w",,,4,2,2,2,3,2,13,13,14,Balanced,Scott Ainsley
FrA,,-,Loan Manager,-,,,13,8,11,7,14,10,15,13,11,Light-Hearted,Luis Navarro
,Brentford,Assistant Coach,Assistant Coach,"$2,000 p/w",,,4,13,7,12,19,9,20,13,11,Balanced,Sam Saunders
Wnt,,-,Assistant Coach,-,,,9,17,13,14,12,14,14,14,10,Spirited,David Flitcroft
,Monza,Head Physio,Physio,"$1,700 p/w",,,4,3,3,3,3,3,12,12,13,Mercenary,Antonio Fabbri
FrA,,-,Loan Manager,-,,,12,11,15,7,8,10,16,13,7,Mercenary,Jaime Salmerón
,Crystal Palace,Under 18s Coach,Coach,"$1,600 p/w",,,12,15,7,13,12,11,13,19,12,Driven,Steve Fletcher
FrA,,-,Loan Manager,-,,,13,15,12,5,7,12,15,9,13,Balanced,José María Sangalli
FrA,,-,Loan Manager,-,,,14,9,7,4,4,12,14,16,3,Fairly Determined,Federico Ruiz
,Hertha BSC,Head of Sports Science,Sports Scientist,"$3,600 p/w",,,6,6,7,11,11,7,15,12,7,Balanced,Laurin Birnbacher
,Everton,Assistant Coach,Assistant Coach,"$2,800 p/w",,,10,13,13,13,13,13,14,12,14,Professional,John Ebbrell
,Gimnàstic de Tarragona,Head of Youth Development,Head of Youth Development,"$2,700 p/w",,,10,12,11,17,9,9,12,12,15,Fairly Professional,Ferrán Ortiz
,Everton,Physio,Physio,"$1,800 p/w",,,10,5,5,5,5,7,16,9,14,Balanced,Richie Porter
FrA,,-,Assistant Coach,-,,,8,8,8,14,8,8,20,12,4,Fairly Sporting,Alex Dyer
,Portimonense SC,Assistant Coach,Assistant Coach,"$4,900 p/w",,,9,11,11,8,11,9,15,14,14,Balanced,Jonathan Alves
FrA,,-,Head Coach,-,,,14,13,13,10,11,13,13,14,20,Fairly Professional,Ricardo Chéu
,Real Oviedo,Assistant Coach,Assistant Coach,"$2,100 p/w",,,11,12,12,11,12,10,14,13,11,Fairly Professional,Mateo Romero
FrA,,-,Head Coach,-,,,10,15,10,12,12,11,18,12,7,Balanced,Xiker Uriarte
FrA,,-,Assistant Coach,-,,,13,11,17,17,12,13,4,13,13,Balanced,Oceano Cruz
Ctr,Fylde,Fitness Coach,Fitness Coach,N/A,,,7,6,3,4,6,6,13,12,9,Balanced,Jake Simpson
FrA,,-,Assistant Coach,-,,,9,12,10,9,8,10,16,15,5,Fairly Determined,Sebastian Coppens
,Brighton,Under 23s Assistant Coach,Assistant Coach,"$2,000 p/w",,,12,5,6,15,10,18,18,14,9,Balanced,Shannon Ruth
FrA,,-,Data Analyst,-,,,14,6,8,8,8,17,13,6,12,Balanced,Pedro Bouças
,Watford,Head of Sports Science,Sports Scientist,"$2,600 p/w",,,5,6,6,6,6,5,14,13,9,Balanced,José Quintana
,Watford,Sports Scientist,Sports Scientist,"$2,500 p/w",,,6,6,6,3,6,4,12,12,12,Balanced,Fernando Flores
,Ipswich Town,Under 18s Physio,Physio,$900 p/w,,,8,3,3,3,3,7,13,12,11,Spirited,Kenny Campbell
,QRM,Coach,Coach,"$1,400 p/w",,,11,11,11,12,14,13,12,13,15,Mercenary,Emerick Chapuis
,Paris FC,Assistant Coach,Assistant Coach,"$1,200 p/w",,,11,10,13,10,12,11,16,13,13,Fairly Professional,Alexandre Dujeux
,Marseille,Head of Youth Development,Head of Youth Development,"$9,500 p/w",,,13,12,12,13,14,13,6,15,15,Resolute,Nasser Larguet
,Sheffield Wednesday,Fitness Coach,Fitness Coach,"$1,400 p/w",,,4,8,5,7,8,8,12,9,15,Fairly Professional,Andy Kalinins
,FC St Pauli,Chief Data Analyst,Data Analyst,"$2,500 p/w",,,9,8,7,7,11,6,9,12,15,Professional,Danny Seegert
Wnt,Darmstadt 98,Chief Data Analyst,Data Analyst,"$1,100 p/w",,,10,9,5,8,11,8,2,17,15,Resilient,Oliver Fastnacht
,SM Caen,SM Caen 2 Coach,Coach,"$1,300 p/w",,,8,10,14,10,12,14,16,14,16,Fairly Professional,Michel Rodriguez
,1.FSV Mainz 05,Head of Sports Science,Sports Scientist,"$3,800 p/w",,,11,11,6,10,8,7,14,13,14,Balanced,Lukas Abeßer
,Southampton,Coach,Coach,"$2,500 p/w",,,13,7,3,15,9,7,18,15,11,Resolute,Kelvin Davis
,Atlético Baleares,General Manager,General Manager,"$1,100 p/w",,,4,7,7,7,7,5,12,12,7,Balanced,Patrick Messow
,Rayo Vallecano,Physio,Physio,"$1,700 p/w",,,5,5,4,5,5,5,14,12,12,Balanced,Enrique Portaz
,Portsmouth,Assistant Coach,Assistant Coach,"$2,300 p/w",,,11,6,13,10,9,13,15,15,17,Resolute,Andy Crosby
FrA,,-,Coach,-,,,12,12,14,9,8,12,19,12,14,Balanced,Alexis Egea
FrA,,-,Loan Manager,-,,,13,5,10,12,9,9,14,12,7,Fairly Sporting,Celestino Gragera
FrA,,-,Physio,-,,,6,5,5,5,4,5,12,11,14,Balanced,Richard Buchanan
FrA,,-,Loan Manager,-,,,10,9,11,9,5,10,12,20,12,Determined,Jonay Delgado
,Hull City,Physio,Physio,"$1,200 p/w",,,8,2,5,5,5,7,12,10,19,Balanced,Will Peers
,Werder Bremen,Head of Sports Science,Sports Scientist,"$3,100 p/w",,,8,11,13,12,14,9,15,10,13,Fairly Sporting,Robert Bier
,Newcastle,Assistant Coach,Assistant Coach,"$2,500 p/w",,,9,9,16,11,15,10,16,14,11,Balanced,Liam Bramley
FrA,,-,Physio,-,,,5,4,5,3,5,5,8,16,13,Professional,Sean Connelly
,Swansea,Physio,Physio,"$1,600 p/w",,,9,5,5,5,5,5,12,12,17,Balanced,Ailsa Jones
,Borussia Mönchengladbach,Sports Scientist,Sports Scientist,"$3,600 p/w",,,10,4,10,7,10,10,18,13,11,Fairly Sporting,Alexander Stolze
,AJ Auxerre,Fitness Coach,Fitness Coach,$875 p/w,,,10,4,6,6,6,6,17,14,14,Balanced,Quentin Tarbes
,Werder Bremen,Head of Youth Development,Head of Youth Development,"$4,100 p/w",,,14,9,10,9,9,10,19,14,14,Fairly Loyal,Björn Schierenbeck
,FC Barcelona,Scout,Scout,"$3,300 p/w",,,10,8,7,6,8,6,18,10,15,Balanced,Roy Beukenkamp
FrA,,-,Head Coach,-,,,7,11,11,13,12,10,16,15,14,Model Professional,Gareth Ainsworth
FrA,,-,Coach,-,,,11,12,14,12,11,16,12,18,15,Perfectionist,Ognjen Vukojevic
FrA,,-,Assistant Coach,-,,,8,12,11,9,8,12,15,17,12,Iron Willed,Miroslav Romaschenko
FrA,,-,Assistant Coach,-,,,9,13,12,9,8,10,20,15,13,Ambitious,Harry Kewell
,Everton,Under 18s Coach,Coach,"$4,000 p/w",,,10,12,14,12,12,13,15,12,14,Balanced,Sean Lundon
,Everton,Sports Scientist,Sports Scientist,"$3,300 p/w",,,8,8,6,8,7,8,15,15,3,Fairly Determined,Matt Taberner
FrA,,-,Data Analyst,-,,,5,13,10,5,11,6,6,16,15,Fairly Determined,Shane Molloy
,Newcastle,Under 18s Coach,Coach,"$3,800 p/w",,,12,14,12,12,13,12,17,12,12,Fairly Ambitious,Eric Ramsay
,West Brom,Goalkeeping Coach,Goalkeeping Coach,"$2,100 p/w",,,10,5,3,10,3,7,17,10,13,Balanced,Mark Naylor
,FC Nantes,Fitness Coach,Fitness Coach,"$3,400 p/w",,,7,5,7,7,7,6,14,14,7,Balanced,Alexandre Farhi
,Stade Rennais,Physio,Physio,"$4,500 p/w",,,5,5,5,5,5,5,9,14,12,Balanced,Yannick Logeais
,Gimnàstic de Tarragona,Goalkeeping Coach,Goalkeeping Coach,"$2,100 p/w",,,9,3,8,8,8,5,14,12,11,Fairly Professional,Manuel Oliva
FrA,,-,Sports Scientist,-,,,12,5,12,7,5,13,17,10,13,Fickle,Dominique Lakies
Wnt,Levante,Coach,Coach,"$4,300 p/w",,,9,13,12,11,14,10,18,17,17,Professional,Servando
,Lyon,Under 19s Physio,Physio,"$3,600 p/w",,,7,5,5,5,5,6,13,13,15,Balanced,Shingo Kitada
,Carpi,Assistant Coach,Assistant Coach,"$3,400 p/w",,,8,12,12,12,12,11,9,14,13,Fairly Loyal,Stefano Bianconi
,AS Saint-Étienne,AS Saint-Étienne 2 Assistant Coach,Assistant Coach,"$3,700 p/w",,,5,7,7,5,6,7,18,14,11,Balanced,Aurélien Remoué
,Leicester,Under 23s Physio,Physio,"$1,700 p/w",,,9,5,3,5,5,7,15,12,5,Balanced,Ben Harwood
,OGC Nice,OGC Nice 2 Physio,Physio,"$2,100 p/w",,,7,5,3,5,5,4,15,12,6,Balanced,Julio Huecas
,Paris Saint-Germain,Paris Saint-Germain 2 Physio,Physio,"$5,250 p/w",,,4,5,5,3,5,5,16,12,2,Fairly Professional,Maxime Boucher
,West Brom,Scout,Scout,"$1,500 p/w",,,9,6,3,6,7,8,12,12,16,Balanced,Liam Clarke
,Lyon,Physio,Physio,"$4,000 p/w",,,10,5,5,5,5,7,12,14,15,Balanced,Guillaume Morel
,Leicester,Data Analyst,Data Analyst,"$1,700 p/w",,,7,5,7,7,6,7,6,12,14,Balanced,Matthew Edge
FrA,,-,Technical Director,-,,,9,7,12,10,11,10,13,15,13,Resolute,Anthony McLaughlin
